, gene    ENS ,Brain0
,ENSG00000255112,-0.0597580238070236
,ENSG00000070814,-0.0806930699364664
,ENSG00000126653,-0.0451425277531513
,ENSG00000198836,0.611703668593981
,ENSG00000240240,0.308703848741722
,ENSG00000213949,-1.94830871442893
,ENSG00000164171,0.105626059730185
,ENSG00000005884,-1.11137399484052
,ENSG00000115232,-0.854363851317209
,ENSG00000161638,-3.11125407034192
,ENSG00000091409,-0.727818745890266
,ENSG00000174417,0.27561484458108
,ENSG00000176125,-0.018435119524334
,ENSG00000109775,-0.338985980732196
,ENSG00000198727,0.724675143087985
,ENSG00000197852,1.10959827580223
,ENSG00000185614,-0.0569834081813337
,ENSG00000154080,1.30529682184283
,ENSG00000124302,3.50220287712878
,ENSG00000122863,-0.519316429870087
,ENSG00000175040,1.69439611987144
,ENSG00000135702,1.87796540586807
,ENSG00000140835,-0.636546806687337
,ENSG00000147119,0.147356479273127
,ENSG00000183196,3.00932967103899
,ENSG00000140678,0.486321319792249
,ENSG00000138448,0.0523388927454197
,ENSG00000005844,-0.866422506549504
,ENSG00000169896,-0.106332337148539
,ENSG00000156886,-1.01274434051988
,ENSG00000083457,0.0196088748771077
,ENSG00000197081,-1.30983629636848
,ENSG00000180773,0.87623845548151
,ENSG00000186334,-0.528737334108572
,ENSG00000173207,-0.709383755080245
,ENSG00000123643,0.0160567454318299
,ENSG00000117407,-0.93015650564949
,ENSG00000129744,-0.187540037733065
,ENSG00000156219,0.23996790930497
,ENSG00000167311,-1.54360168367674
,ENSG00000214999,-0.40529417058404
,ENSG00000109943,0.0490476764682914
,ENSG00000081803,1.01174838021525
,ENSG00000117000,-0.548233250486463
,ENSG00000170275,-0.490592392990712
,ENSG00000159322,-0.473387781248655
,ENSG00000113742,0.319984862416245
,ENSG00000214575,2.26531746733299
,ENSG00000107864,1.18680319518064
,ENSG00000137449,0.53166160163018
,ENSG00000068784,-0.821562352130363
,ENSG00000183044,3.14043609962856
,ENSG00000212993,-1.38850087095153
,ENSG00000149654,4.43331188788357
,ENSG00000165462,-0.32682802629547
,ENSG00000109132,0.0815171223881687
,ENSG00000110375,2.09178815783538
,ENSG00000000971,-2.14293954166196
,ENSG00000205403,-1.47039132945055
,ENSG00000185722,-0.089968296000321
,ENSG00000243649,-1.32837698408947
,ENSG00000125741,0.187605986382519
,ENSG00000094914,-0.714710226098209
,ENSG00000072858,2.54063186974779
,ENSG00000149577,-0.406835193940971
,ENSG00000181433,1.08234787425552
,ENSG00000259658,-1.09615134261738
,ENSG00000220256,3.02753268878109
,ENSG00000154274,0.875124370912019
,ENSG00000103061,0.063350077718497
,ENSG00000138813,-0.539318721607362
,ENSG00000124215,-0.380452714119376
,ENSG00000253831,1.55259422522936
,ENSG00000156206,1.09529185058621
,ENSG00000169758,1.52129516717389
,ENSG00000152926,-0.993475756331002
,ENSG00000178150,1.71988552330688
,ENSG00000062370,0.314699576383359
,ENSG00000100095,6.31601314928681
,ENSG00000077943,-0.960609776798259
,ENSG00000144668,-0.674151288002266
,ENSG00000114302,-0.549505211471001
,ENSG00000005249,1.21131669307495
,ENSG00000180739,2.78781046828328
,ENSG00000125910,-0.547020518429595
,ENSG00000005961,0.417251369647762
,ENSG00000074370,-2.33808230414015
,ENSG00000204138,-0.759787910359614
,ENSG00000112137,1.98746520547674
,ENSG00000171133,1.21823948181613
,ENSG00000087495,5.27543530362922
,ENSG00000212724,-0.213562391308043
,ENSG00000214518,-0.00387127362687631
,ENSG00000212725,-0.229776991546594
,ENSG00000213417,0.0392382373246307
,ENSG00000135424,-1.15197830805926
,ENSG00000062716,-0.627068184215771
,ENSG00000126368,-1.00010390511891
,ENSG00000174738,0.245966964894466
,ENSG00000060491,-0.0365189150643554
,ENSG00000117425,0.0765064249240423
,ENSG00000185920,0.0933227588431899
,ENSG00000104980,-0.387385650247587
,ENSG00000151164,-0.10584569479927
,ENSG00000172613,-0.696534850770993
,ENSG00000087502,0.177373628283122
,ENSG00000125991,-0.51925507410124
,ENSG00000113719,-0.882273398140327
,ENSG00000149541,0.671935942779983
,ENSG00000112309,2.78590347681284
,ENSG00000109956,5.8236277085298
,ENSG00000143933,1.273273871849
,ENSG00000197557,0.346378001880603
,ENSG00000196659,0.329529184200865
,ENSG00000133104,0.222745953737953
,ENSG00000167914,-1.18859075767683
,ENSG00000073605,-0.817520915331561
,ENSG00000147697,0.0642143640454518
,ENSG00000104518,-1.72807189161666
,ENSG00000161040,-0.214778529229086
,ENSG00000114638,-2.18025756541971
,ENSG00000198010,4.33256265516275
,ENSG00000116544,5.00770941102964
,ENSG00000170579,4.81438945523405
,ENSG00000080845,0.0814474045936847
,ENSG00000126787,-2.61931301164529
,ENSG00000253320,0.52875520980204
,ENSG00000104147,-0.906416361413053
,ENSG00000099364,1.47624092468814
,ENSG00000124831,-0.779794738048643
,ENSG00000072135,-0.412581541974829
,ENSG00000163629,-0.115081506885183
,ENSG00000127947,-0.53730753218097
,ENSG00000179295,1.18557765887436
,ENSG00000152104,-0.68966561928119
,ENSG00000145220,-0.972015817718267
,ENSG00000069188,1.66183852294075
,ENSG00000100109,-0.285535195724641
,ENSG00000159239,0.577959321884649
,ENSG00000188674,8.10920370587048
,ENSG00000143006,-1.00697639819493
,ENSG00000182600,3.12380554391848
,ENSG00000187699,0.124712262961663
,ENSG00000170312,-1.08636112021893
,ENSG00000170476,-2.11196156886266
,ENSG00000182400,0.794726842022985
,ENSG00000179344,-1.32937641953602
,ENSG00000232629,-1.75405489021247
,ENSG00000134058,-0.163929664738525
,ENSG00000179772,-1.23714691361816
,ENSG00000218672,3.61645756168922
,ENSG00000064547,-0.211182624304603
,ENSG00000187664,5.66936195779681
,ENSG00000136114,-0.0394960079815173
,ENSG00000110931,1.00434868106715
,ENSG00000004660,1.54934165194343
,ENSG00000175264,3.26726819483559
,ENSG00000115561,-0.0663268875785082
,ENSG00000165502,-0.257098824754655
,ENSG00000147457,-0.0323976249052553
,ENSG00000176108,-0.329744753463953
,ENSG00000086065,0.641999410449922
,ENSG00000181074,-1.41659435867545
,ENSG00000180988,-0.33217073815418
,ENSG00000204421,-2.17279237269755
,ENSG00000244355,-0.030729002897481
,ENSG00000255552,-0.227585179445543
,ENSG00000204424,-1.017862575036
,ENSG00000253293,-4.15381380565179
,ENSG00000106648,4.88304637871256
,ENSG00000174473,3.66563239926289
,ENSG00000128487,1.45889023389697
,ENSG00000140379,-0.760533341027428
,ENSG00000139372,-0.778981447005574
,ENSG00000189159,1.10770001647632
,ENSG00000187097,-0.192203867089511
,ENSG00000121068,-1.44448121627666
,ENSG00000148814,0.958710801155566
,ENSG00000184709,0.239539768235253
,ENSG00000163507,-0.185300505511345
,ENSG00000162522,0.492273851579595
,ENSG00000129255,0.164052315502142
,ENSG00000168904,0.190756415546978
,ENSG00000176928,0.0610109354009885
,ENSG00000205318,-0.425819248570048
,ENSG00000140297,-0.785384709234488
,ENSG00000111846,-0.304039423455641
,ENSG00000135111,-1.46532269134598
,ENSG00000087253,-0.129888215497036
,ENSG00000111684,-1.28871812946651
,ENSG00000153395,0.192334213269988
,ENSG00000149591,-2.98679160156912
,ENSG00000166960,-0.226491313081763
,ENSG00000255359,-0.546240473145921
,ENSG00000120262,-0.122866761569759
,ENSG00000164989,0.105181584187845
,ENSG00000182645,-0.333581999573454
,ENSG00000154479,1.81122487608019
,ENSG00000154781,-0.745154714781922
,ENSG00000151838,0.705634025458798
,ENSG00000119636,0.143356009235548
,ENSG00000267909,-0.488924915142597
,ENSG00000152256,-0.901771680823477
,ENSG00000004799,-1.15770182865801
,ENSG00000113441,-0.52860938591077
,ENSG00000163295,-0.212000791165561
,ENSG00000058262,-0.911111706585074
,ENSG00000065665,1.58542670926651
,ENSG00000162551,1.21153593216496
,ENSG00000115425,-0.132693520970155
,ENSG00000174446,0.572817623014008
,ENSG00000165684,-0.236689199925185
,ENSG00000175197,-0.378018901675831
,ENSG00000168209,-1.14207624579681
,ENSG00000178796,1.83090777574035
,ENSG00000261247,-1.30924132939733
,ENSG00000178115,-1.41328908526599
,ENSG00000261739,-0.0134637095477327
,ENSG00000186399,-1.05024655235503
,ENSG00000188626,-0.603259438068789
,ENSG00000206127,-0.952121316143399
,ENSG00000232653,-0.846984616639558
,ENSG00000261794,-0.967681810005136
,ENSG00000249931,-1.24738244173137
,ENSG00000179938,-0.587679737032596
,ENSG00000183629,-0.886336502384801
,ENSG00000175265,-0.289825369748178
,ENSG00000215252,-0.33547196092128
,ENSG00000110536,0.46762011675041
,ENSG00000226124,1.5051631827598
,ENSG00000182853,0.103776920622178
,ENSG00000165629,0.0776746835858003
,ENSG00000196482,1.89941125413204
,ENSG00000119655,-0.81982826410919
